seller_id,discs,price,newfrom,usedfrom,edition,form,release_date
6a5c5ebe-d86f-11eb-98ef-e5032a991d95,24,42,16,19,Special Edition,DVD,Fri Mar 26 2021 04:03:17 GMT-0700 (Pacific Daylight Time)
6a5c5ebe-d86f-11eb-98ef-e5032a991d95,24,42,16,19,Special Edition,DVD,Fri Mar 26 2021 04:03:17 GMT-0700 (Pacific Daylight Time)
6a5c5ebf-d86f-11eb-98ef-e5032a991d95,7,10,22,21,Collector's Edition,Prime Video,Wed Jul 29 2020 18:15:40 GMT-0700 (Pacific Daylight Time)
6a5c5ebf-d86f-11eb-98ef-e5032a991d95,7,10,22,21,Collector's Edition,Prime Video,Wed Jul 29 2020 18:15:40 GMT-0700 (Pacific Daylight Time)
6a5c5ec0-d86f-11eb-98ef-e5032a991d95,25,17,6,18,Limited Collector's Edition,Prime Video,Fri Nov 20 2020 22:39:21 GMT-0800 (Pacific Standard Time)
6a5c5ec0-d86f-11eb-98ef-e5032a991d95,25,17,6,18,Limited Collector's Edition,Prime Video,Fri Nov 20 2020 22:39:21 GMT-0800 (Pacific Standard Time)
6a5c5ec1-d86f-11eb-98ef-e5032a991d95,9,20,7,5,Collector's Edition,Blu-ray,Fri Mar 05 2021 21:18:30 GMT-0800 (Pacific Standard Time)
6a5c5ec1-d86f-11eb-98ef-e5032a991d95,9,20,7,5,Collector's Edition,Blu-ray,Fri Mar 05 2021 21:18:30 GMT-0800 (Pacific Standard Time)
6a5c5ec2-d86f-11eb-98ef-e5032a991d95,35,14,17,5,Special Edition,4K,Tue Nov 10 2020 19:49:00 GMT-0800 (Pacific Standard Time)
6a5c5ec2-d86f-11eb-98ef-e5032a991d95,35,14,17,5,Special Edition,4K,Tue Nov 10 2020 19:49:00 GMT-0800 (Pacific Standard Time)
6a5c85b0-d86f-11eb-98ef-e5032a991d95,5,18,31,8,Special Edition,DVD,Thu Apr 08 2021 21:14:47 GMT-0700 (Pacific Daylight Time)
6a5c85b0-d86f-11eb-98ef-e5032a991d95,5,18,31,8,Special Edition,DVD,Thu Apr 08 2021 21:14:47 GMT-0700 (Pacific Daylight Time)
6a5c85b1-d86f-11eb-98ef-e5032a991d95,36,17,5,20,Collector's Edition,DVD,Tue Oct 06 2020 17:31:29 GMT-0700 (Pacific Daylight Time)
6a5c85b1-d86f-11eb-98ef-e5032a991d95,36,17,5,20,Collector's Edition,DVD,Tue Oct 06 2020 17:31:29 GMT-0700 (Pacific Daylight Time)
6a5c85b2-d86f-11eb-98ef-e5032a991d95,21,20,36,21,Limited Collector's Edition,Prime Video,Sun Sep 27 2020 18:09:31 GMT-0700 (Pacific Daylight Time)
6a5c85b2-d86f-11eb-98ef-e5032a991d95,21,20,36,21,Limited Collector's Edition,Prime Video,Sun Sep 27 2020 18:09:31 GMT-0700 (Pacific Daylight Time)
6a5c85b3-d86f-11eb-98ef-e5032a991d95,35,44,29,10,,Blu-ray,Wed Feb 10 2021 08:18:45 GMT-0800 (Pacific Standard Time)
6a5c85b3-d86f-11eb-98ef-e5032a991d95,35,44,29,10,,Blu-ray,Wed Feb 10 2021 08:18:45 GMT-0800 (Pacific Standard Time)
6a5c85b4-d86f-11eb-98ef-e5032a991d95,8,14,15,12,,Prime Video,Fri May 07 2021 11:43:05 GMT-0700 (Pacific Daylight Time)
6a5c85b4-d86f-11eb-98ef-e5032a991d95,8,14,15,12,,Prime Video,Fri May 07 2021 11:43:05 GMT-0700 (Pacific Daylight Time)
6a5c85b5-d86f-11eb-98ef-e5032a991d95,14,15,31,8,Collector's Edition,Blu-ray,Tue Nov 03 2020 06:35:56 GMT-0800 (Pacific Standard Time)
6a5c85b5-d86f-11eb-98ef-e5032a991d95,14,15,31,8,Collector's Edition,Blu-ray,Tue Nov 03 2020 06:35:56 GMT-0800 (Pacific Standard Time)
6a5c85b6-d86f-11eb-98ef-e5032a991d95,44,21,28,12,Limited Edition,Prime Video,Wed Apr 28 2021 18:17:22 GMT-0700 (Pacific Daylight Time)
6a5c85b6-d86f-11eb-98ef-e5032a991d95,44,21,28,12,Limited Edition,Prime Video,Wed Apr 28 2021 18:17:22 GMT-0700 (Pacific Daylight Time)
6a5c85b7-d86f-11eb-98ef-e5032a991d95,24,31,18,13,,DVD,Sun Apr 11 2021 23:26:07 GMT-0700 (Pacific Daylight Time)
6a5c85b7-d86f-11eb-98ef-e5032a991d95,24,31,18,13,,DVD,Sun Apr 11 2021 23:26:07 GMT-0700 (Pacific Daylight Time)
6a5c85b8-d86f-11eb-98ef-e5032a991d95,44,28,35,30,Special Extended Version,Blu-ray,Thu Dec 24 2020 20:59:00 GMT-0800 (Pacific Standard Time)
6a5c85b8-d86f-11eb-98ef-e5032a991d95,44,28,35,30,Special Extended Version,Blu-ray,Thu Dec 24 2020 20:59:00 GMT-0800 (Pacific Standard Time)
6a5c85b9-d86f-11eb-98ef-e5032a991d95,7,18,28,24,Limited Collector's Edition,Blu-ray,Mon Sep 14 2020 10:43:48 GMT-0700 (Pacific Daylight Time)
6a5c85b9-d86f-11eb-98ef-e5032a991d95,7,18,28,24,Limited Collector's Edition,Blu-ray,Mon Sep 14 2020 10:43:48 GMT-0700 (Pacific Daylight Time)
6a5c85ba-d86f-11eb-98ef-e5032a991d95,20,22,28,6,Special Extended Version,Blu-ray,Wed Oct 14 2020 06:32:14 GMT-0700 (Pacific Daylight Time)
6a5c85ba-d86f-11eb-98ef-e5032a991d95,20,22,28,6,Special Extended Version,Blu-ray,Wed Oct 14 2020 06:32:14 GMT-0700 (Pacific Daylight Time)
6a5c85bb-d86f-11eb-98ef-e5032a991d95,3,23,34,27,Special Extended Version,4K,Fri Jun 25 2021 11:08:50 GMT-0700 (Pacific Daylight Time)
6a5c85bb-d86f-11eb-98ef-e5032a991d95,3,23,34,27,Special Extended Version,4K,Fri Jun 25 2021 11:08:50 GMT-0700 (Pacific Daylight Time)
6a5c85bc-d86f-11eb-98ef-e5032a991d95,18,29,30,16,Limited Edition,DVD,Wed Mar 17 2021 09:54:51 GMT-0700 (Pacific Daylight Time)
6a5c85bc-d86f-11eb-98ef-e5032a991d95,18,29,30,16,Limited Edition,DVD,Wed Mar 17 2021 09:54:51 GMT-0700 (Pacific Daylight Time)
6a5c85bd-d86f-11eb-98ef-e5032a991d95,26,43,34,17,Limited Collector's Edition,Prime Video,Mon Jun 28 2021 07:31:06 GMT-0700 (Pacific Daylight Time)
6a5c85bd-d86f-11eb-98ef-e5032a991d95,26,43,34,17,Limited Collector's Edition,Prime Video,Mon Jun 28 2021 07:31:06 GMT-0700 (Pacific Daylight Time)
6a5c85be-d86f-11eb-98ef-e5032a991d95,44,35,33,31,Special Edition,Prime Video,Wed Dec 02 2020 18:49:33 GMT-0800 (Pacific Standard Time)
6a5c85be-d86f-11eb-98ef-e5032a991d95,44,35,33,31,Special Edition,Prime Video,Wed Dec 02 2020 18:49:33 GMT-0800 (Pacific Standard Time)
6a5c85bf-d86f-11eb-98ef-e5032a991d95,17,34,17,28,,DVD,Fri Feb 19 2021 20:41:29 GMT-0800 (Pacific Standard Time)
6a5c85bf-d86f-11eb-98ef-e5032a991d95,17,34,17,28,,DVD,Fri Feb 19 2021 20:41:29 GMT-0800 (Pacific Standard Time)
6a5c85c0-d86f-11eb-98ef-e5032a991d95,45,43,30,10,Limited Collector's Edition,Blu-ray,Sat Mar 06 2021 21:08:43 GMT-0800 (Pacific Standard Time)
6a5c85c0-d86f-11eb-98ef-e5032a991d95,45,43,30,10,Limited Collector's Edition,Blu-ray,Sat Mar 06 2021 21:08:43 GMT-0800 (Pacific Standard Time)
6a5c85c1-d86f-11eb-98ef-e5032a991d95,42,23,16,27,Special Extended Version,DVD,Fri Jul 24 2020 08:19:58 GMT-0700 (Pacific Daylight Time)
6a5c85c1-d86f-11eb-98ef-e5032a991d95,42,23,16,27,Special Extended Version,DVD,Fri Jul 24 2020 08:19:58 GMT-0700 (Pacific Daylight Time)
6a5c85c2-d86f-11eb-98ef-e5032a991d95,32,20,33,32,,Blu-ray,Mon Dec 21 2020 00:56:34 GMT-0800 (Pacific Standard Time)
6a5c85c2-d86f-11eb-98ef-e5032a991d95,32,20,33,32,,Blu-ray,Mon Dec 21 2020 00:56:34 GMT-0800 (Pacific Standard Time)
6a5c85c3-d86f-11eb-98ef-e5032a991d95,10,40,13,16,,4K,Wed Aug 19 2020 09:59:42 GMT-0700 (Pacific Daylight Time)
6a5c85c3-d86f-11eb-98ef-e5032a991d95,10,40,13,16,,4K,Wed Aug 19 2020 09:59:42 GMT-0700 (Pacific Daylight Time)
6a5c85c4-d86f-11eb-98ef-e5032a991d95,20,6,23,29,Special Extended Version,Blu-ray,Fri Jun 04 2021 06:39:12 GMT-0700 (Pacific Daylight Time)
6a5c85c4-d86f-11eb-98ef-e5032a991d95,20,6,23,29,Special Extended Version,Blu-ray,Fri Jun 04 2021 06:39:12 GMT-0700 (Pacific Daylight Time)
6a5c85c5-d86f-11eb-98ef-e5032a991d95,12,39,17,30,Special Edition,Prime Video,Sat May 22 2021 23:36:33 GMT-0700 (Pacific Daylight Time)
6a5c85c5-d86f-11eb-98ef-e5032a991d95,12,39,17,30,Special Edition,Prime Video,Sat May 22 2021 23:36:33 GMT-0700 (Pacific Daylight Time)
6a5c85c6-d86f-11eb-98ef-e5032a991d95,23,32,7,23,Collector's Edition,4K,Tue Oct 13 2020 12:18:46 GMT-0700 (Pacific Daylight Time)
6a5c85c6-d86f-11eb-98ef-e5032a991d95,23,32,7,23,Collector's Edition,4K,Tue Oct 13 2020 12:18:46 GMT-0700 (Pacific Daylight Time)
6a5c85c7-d86f-11eb-98ef-e5032a991d95,8,31,12,23,Special Extended Version,4K,Mon May 17 2021 01:04:59 GMT-0700 (Pacific Daylight Time)
6a5c85c7-d86f-11eb-98ef-e5032a991d95,8,31,12,23,Special Extended Version,4K,Mon May 17 2021 01:04:59 GMT-0700 (Pacific Daylight Time)
6a5c85c8-d86f-11eb-98ef-e5032a991d95,42,27,38,8,Special Extended Version,4K,Sat Apr 24 2021 14:30:10 GMT-0700 (Pacific Daylight Time)
6a5c85c8-d86f-11eb-98ef-e5032a991d95,42,27,38,8,Special Extended Version,4K,Sat Apr 24 2021 14:30:10 GMT-0700 (Pacific Daylight Time)
6a5c85c9-d86f-11eb-98ef-e5032a991d95,41,31,39,31,Limited Collector's Edition,Prime Video,Wed Apr 07 2021 22:23:19 GMT-0700 (Pacific Daylight Time)
6a5c85c9-d86f-11eb-98ef-e5032a991d95,41,31,39,31,Limited Collector's Edition,Prime Video,Wed Apr 07 2021 22:23:19 GMT-0700 (Pacific Daylight Time)
6a5c85ca-d86f-11eb-98ef-e5032a991d95,9,36,34,28,Special Edition,Blu-ray,Wed Jul 08 2020 02:23:22 GMT-0700 (Pacific Daylight Time)
6a5c85ca-d86f-11eb-98ef-e5032a991d95,9,36,34,28,Special Edition,Blu-ray,Wed Jul 08 2020 02:23:22 GMT-0700 (Pacific Daylight Time)
6a5c85cb-d86f-11eb-98ef-e5032a991d95,33,29,27,10,Collector's Edition,DVD,Sun May 09 2021 21:59:21 GMT-0700 (Pacific Daylight Time)
6a5c85cb-d86f-11eb-98ef-e5032a991d95,33,29,27,10,Collector's Edition,DVD,Sun May 09 2021 21:59:21 GMT-0700 (Pacific Daylight Time)
6a5c85cc-d86f-11eb-98ef-e5032a991d95,38,21,38,31,,Blu-ray,Sun Jan 03 2021 10:51:17 GMT-0800 (Pacific Standard Time)
6a5c85cc-d86f-11eb-98ef-e5032a991d95,38,21,38,31,,Blu-ray,Sun Jan 03 2021 10:51:17 GMT-0800 (Pacific Standard Time)
6a5c85cd-d86f-11eb-98ef-e5032a991d95,29,9,39,9,Limited Collector's Edition,DVD,Tue Apr 27 2021 22:27:38 GMT-0700 (Pacific Daylight Time)
6a5c85cd-d86f-11eb-98ef-e5032a991d95,29,9,39,9,Limited Collector's Edition,DVD,Tue Apr 27 2021 22:27:38 GMT-0700 (Pacific Daylight Time)
6a5c85ce-d86f-11eb-98ef-e5032a991d95,43,12,38,30,,DVD,Tue Apr 06 2021 06:40:24 GMT-0700 (Pacific Daylight Time)
6a5c85ce-d86f-11eb-98ef-e5032a991d95,43,12,38,30,,DVD,Tue Apr 06 2021 06:40:24 GMT-0700 (Pacific Daylight Time)
6a5c85cf-d86f-11eb-98ef-e5032a991d95,41,27,10,20,Limited Edition,Blu-ray,Sun Jul 05 2020 18:16:43 GMT-0700 (Pacific Daylight Time)
6a5c85cf-d86f-11eb-98ef-e5032a991d95,41,27,10,20,Limited Edition,Blu-ray,Sun Jul 05 2020 18:16:43 GMT-0700 (Pacific Daylight Time)
6a5c85d0-d86f-11eb-98ef-e5032a991d95,38,32,37,30,Special Extended Version,Prime Video,Wed Oct 21 2020 08:59:21 GMT-0700 (Pacific Daylight Time)
6a5c85d0-d86f-11eb-98ef-e5032a991d95,38,32,37,30,Special Extended Version,Prime Video,Wed Oct 21 2020 08:59:21 GMT-0700 (Pacific Daylight Time)
6a5c85d1-d86f-11eb-98ef-e5032a991d95,48,8,18,21,Special Edition,Blu-ray,Sun Jun 06 2021 23:00:17 GMT-0700 (Pacific Daylight Time)
6a5c85d1-d86f-11eb-98ef-e5032a991d95,48,8,18,21,Special Edition,Blu-ray,Sun Jun 06 2021 23:00:17 GMT-0700 (Pacific Daylight Time)
6a5c85d2-d86f-11eb-98ef-e5032a991d95,14,44,30,24,Limited Collector's Edition,Blu-ray,Thu Feb 25 2021 07:28:09 GMT-0800 (Pacific Standard Time)
6a5c85d2-d86f-11eb-98ef-e5032a991d95,14,44,30,24,Limited Collector's Edition,Blu-ray,Thu Feb 25 2021 07:28:09 GMT-0800 (Pacific Standard Time)
6a5c85d3-d86f-11eb-98ef-e5032a991d95,28,21,10,14,Special Edition,DVD,Fri Apr 09 2021 02:31:21 GMT-0700 (Pacific Daylight Time)
6a5c85d3-d86f-11eb-98ef-e5032a991d95,28,21,10,14,Special Edition,DVD,Fri Apr 09 2021 02:31:21 GMT-0700 (Pacific Daylight Time)
6a5c85d4-d86f-11eb-98ef-e5032a991d95,49,13,24,14,Special Edition,Prime Video,Fri Jan 15 2021 17:39:10 GMT-0800 (Pacific Standard Time)
6a5c85d4-d86f-11eb-98ef-e5032a991d95,49,13,24,14,Special Edition,Prime Video,Fri Jan 15 2021 17:39:10 GMT-0800 (Pacific Standard Time)
6a5c85d5-d86f-11eb-98ef-e5032a991d95,14,29,25,27,Special Edition,Blu-ray,Mon Apr 26 2021 02:25:02 GMT-0700 (Pacific Daylight Time)
6a5c85d5-d86f-11eb-98ef-e5032a991d95,14,29,25,27,Special Edition,Blu-ray,Mon Apr 26 2021 02:25:02 GMT-0700 (Pacific Daylight Time)
6a5c85d6-d86f-11eb-98ef-e5032a991d95,3,25,19,10,,4K,Thu Dec 03 2020 23:28:13 GMT-0800 (Pacific Standard Time)
6a5c85d6-d86f-11eb-98ef-e5032a991d95,3,25,19,10,,4K,Thu Dec 03 2020 23:28:13 GMT-0800 (Pacific Standard Time)
6a5c85d7-d86f-11eb-98ef-e5032a991d95,11,28,8,15,,Blu-ray,Sat Jun 12 2021 20:07:36 GMT-0700 (Pacific Daylight Time)
6a5c85d7-d86f-11eb-98ef-e5032a991d95,11,28,8,15,,Blu-ray,Sat Jun 12 2021 20:07:36 GMT-0700 (Pacific Daylight Time)
6a5c85d8-d86f-11eb-98ef-e5032a991d95,6,11,35,21,Special Edition,Prime Video,Tue Feb 16 2021 07:16:17 GMT-0800 (Pacific Standard Time)
6a5c85d8-d86f-11eb-98ef-e5032a991d95,6,11,35,21,Special Edition,Prime Video,Tue Feb 16 2021 07:16:17 GMT-0800 (Pacific Standard Time)
6a5c85d9-d86f-11eb-98ef-e5032a991d95,14,25,14,3,,DVD,Tue May 18 2021 05:18:51 GMT-0700 (Pacific Daylight Time)
6a5c85d9-d86f-11eb-98ef-e5032a991d95,14,25,14,3,,DVD,Tue May 18 2021 05:18:51 GMT-0700 (Pacific Daylight Time)
6a5c85da-d86f-11eb-98ef-e5032a991d95,0,17,28,4,Limited Edition,DVD,Fri Sep 18 2020 21:35:18 GMT-0700 (Pacific Daylight Time)
6a5c85da-d86f-11eb-98ef-e5032a991d95,0,17,28,4,Limited Edition,DVD,Fri Sep 18 2020 21:35:18 GMT-0700 (Pacific Daylight Time)
6a5c85db-d86f-11eb-98ef-e5032a991d95,30,27,15,28,Special Edition,Blu-ray,Thu Nov 12 2020 03:34:43 GMT-0800 (Pacific Standard Time)
6a5c85db-d86f-11eb-98ef-e5032a991d95,30,27,15,28,Special Edition,Blu-ray,Thu Nov 12 2020 03:34:43 GMT-0800 (Pacific Standard Time)
6a5c85dc-d86f-11eb-98ef-e5032a991d95,37,10,8,29,,Blu-ray,Wed Oct 07 2020 06:51:45 GMT-0700 (Pacific Daylight Time)
6a5c85dc-d86f-11eb-98ef-e5032a991d95,37,10,8,29,,Blu-ray,Wed Oct 07 2020 06:51:45 GMT-0700 (Pacific Daylight Time)
